name,price_eur,display_inch,display_cm,display_resolution,display_ratio,weight_kg,height_mm,width_mm,depth_mm,operating_system,cpu_processor,ram_memory,gpu_integrated,gpu_extra,internal_storage_gb,storage_type,battery_life_h,battery_capacity_wh,psu_watts,audio_system,speakers_count,has_touchscreen,keyboard_backlit,keyboard_numpad,has_webcam,has_bluetooth,bluetooth_version,wifi_standard,product_ean,product_sku,release_year,category
MSI CreatorPro Z17 HX A13VJT221 i913980HX/RTX2000 W11P,4277.99,17.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,0017N2221,-,Notebooks
FUJITSU CELSIUS H7613 I713850HX 4K,3529.58,16,40.6,3840x2400,16:10,2.53,26.4,370,264.5,Windows 11 Pro,i713850HX,32,Intel® UHD Graphics,NVIDIA RTX 2000,1,SSD,8,94.95,230,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),4.07E+12,VFY:H7613W17AMDE,-,Notebooks
Fujitsu LIFEBOOK U7511 FHD i51135G7 16GB 512GBSSD ohne OS,787.26,14,39.6,1920x1080,-,1.5,18.1,357,230,Windows 10 Pro,i51135G7,16,Intel Iris Xe Graphics,-,512,SSD,-,65,65,-,2,FALSE,FALSE,TRUE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),4.07E+12,LKN:U7511M0010DE,-,Notebooks
Microsoft Surface Laptop 5  i5/ 8GB/ 256GB schwarz W10P,1252.85,5,34.3,2256x1504,3:02,1.3,14.5,308,223,Windows 10 Pro,i51245U,8,Intel Iris Xe Graphics,-,256,SSD,18,47.4,65,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.96E+11,R1B00030,2022,Notebooks
FUJITSU CELSIUS H5511 I51135G7 FHD HDR,1863.28,15.6,39.6,1920x1080,16:09,1.9,20.8,363,249,Windows 10 Pro,i51135G7,16,Intel Iris Xe Graphics,NVIDIA T500,512,SSD,-,69.7,95,-,-,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),4.07E+12,VFY:H551EWC51MDE,-,Notebooks
Lenovo Z13 G1 AMD Ryzen 7 Pro 6850U WUXGA 16GB 512GB SSD UMA WWAN 4G W11P Arctic Grey,1390.44,13.3,33.8,1920x1200,16:10,1.19,14,294.4,199.6,Windows 11 Pro,AMD SoC,16,AMD Radeon 680M,-,512,SSD,-,51.5,65,Dolby Atmos,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),1.97E+11,21D2002AGE,-,Notebooks
Lenovo V17 G4 IRU i U300/8GB/256SSD/FHD/matt/noOS,434.99,17.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1.97E+11,83A2000RGE,-,Notebooks
Acer Chromebook Enterprise Spin 13 CP7132W33PD Ci310110U/8GB DDR4/128GB SSD,632.53,13.4,34.3,2256x1504,3:02,1.37,16.8,300.6,235,Chrome OS,i310110U,8,Intel® UHD Graphics,-,128,SSD,10,48,45,-,2,TRUE,TRUE,FALSE,TRUE,TRUE,5,WiFi 6 (802.11ax),4.71E+12,NX.HQBEG.001,-,Notebooks
Dell LATITUDE 5340 I51345U 16GB,1213.82,13.3,33.8,1920x1080,16:09,1.23,1.68,305.7,207.5,Windows 11 Pro,i51345U,16,Intel Iris Xe Graphics,-,512,SSD,-,54,65,MaxxAudio,2,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,NNFC7,-,Notebooks
Dell PRECISION 3480 I71370P 32GB,1994.19,14,35.6,1920x1080,16:09,1.39,1.91,321.4,212,Windows 11 Pro,i71370P,32,Intel Iris Xe Graphics,NVIDIA RTX A500,512,SSD,-,54,130,MaxxAudio,2,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,HK3N7,-,Notebooks
Acer ACER TM P4 P4145358XQ 14 i5 W11P WUXGA IPS,1077.97,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,NX.VZTEG.004,-,Notebooks
Fujitsu LIFEBOOK E5512 FHD 15 i7 W11P,1529.18,15.6,39.6,1920x1080,-,1.65,20.4,357.4,230,Windows 11 Pro,i71265U,32,Intel Iris Xe Graphics,-,1000,SSD,-,65,65,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),4.07E+12,VFY:E5512MH7AMDE,-,Notebooks
Fujitsu LIFEBOOK U9413 WUXGA 14 touch i7 W11P,2200.59,14,35.6,1920x1200,16:10,908,1.58,308.8,209,Windows 11 Pro,i71370P,32,Intel Iris Xe Graphics,-,1,SSD,-,64,65,-,2,TRUE,TRUE,FALSE,FALSE,TRUE,-,WiFi 6E (802.11ax),4.07E+12,VFY:U9413MF7GMDE,-,Notebooks
"Microsoft Surface Laptop5 512GB (15""/i7/16GB",2077.09,15,38.1,2496x1664,3:02,1.56,14.7,340,244,Windows 10 Pro,i71265U,16,Intel Iris Xe Graphics,-,512,SSD,17,47.4,65,Dolby Atmos,-,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.96E+11,RIR00028,2022,Notebooks
Acer Chromebook 514 CB5141WT Core i5 1135G7  8 GB RAM 256 GB SSD Deutsch,633.76,14,35.6,1920x1080,16:09,1.4,19.3,323,219.8,ChromeOS,i51135G7,8,Intel Iris Xe Graphics,-,256,SSD,10,48,45,-,2,FALSE,TRUE,FALSE,TRUE,TRUE,5,WiFi 6 (802.11ax),4.71E+12,NX.AY7EG.005,-,Notebooks
"Apple MacBook Air M2 (8 Core, 8 GB, 256 GB SSD",1174.81,13,34.5,2560x1664,-,1.24,11.3,304.1,215,macOS Monterey,M2,8,Apple GPU,-,256,SSD,-,52.6,30,-,4,FALSE,TRUE,FALSE,TRUE,TRUE,5,WiFi 6 (802.11ax),1.94E+11,MLXY3D/A,2022,Notebooks
Lenovo ThinkPad P16v G1 i913900H 1x32/1TB A2000ADA W11P,2637.57,16,40.6,1920x1200,16:10,2.2,24.7,365,262,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,NVIDIA RTX 2000,1,SSD,-,90,170,Dolby Audio Premium,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21FC002LGE,-,Notebooks
Apple MacBook Pro M2 8/10Core/8GB/256GBSSD/Silber MacOS,1368.99,13,33.8,2560x1600,-,1.4,15.6,304.1,212.4,macOS Monterey,M2,8,Apple GPU,-,256,SSD,-,58.2,67,-,-,FALSE,TRUE,FALSE,TRUE,TRUE,5,WiFi 6 (802.11ax),1.94E+11,MNEP3D/A,2022,Notebooks
Fujitsu LIFEBOOK E5413 Intel Core i51335U  Schwarz,1078.4,14,35.6,1920x1080,-,1.35,19.9,322,211,Windows 11 Pro,i51335U,8,Intel Iris Xe Graphics,-,256,SSD,11,60,65,-,2,FALSE,FALSE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),4.07E+12,VFY:E5413MF5HMDE,-,Notebooks
"Fujitsu Celsius H780 i78750H 39,62cm 15,6Zoll FHD 16GB DDR4 512GB SSD PCIe NVidia Quadro P600 W10P",664.35,15.6,39.6,1920x1080,16:09,2.7,31.9,380,258,Windows 10 Pro,i78750H,16,Intel® UHD Graphics 630,NVIDIA® Quadro® P600,512,SSD,-,-,230,MaxxAudio,2,FALSE,FALSE,TRUE,TRUE,TRUE,5,WiFi 5 (802.11ac),4.07E+12,VFY:H7800M17DMDE,-,Notebooks
Dell Latitude 5540 XCTO BASE I7,1514.97,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,3.00E+12,-,Notebooks
Acer TM P414527384 W11P i71260P/16GB/512GB SSD,1276.98,14,35.6,1920x1200,-,1.5,17.9,319.9,229.9,Windows 11 Pro,i71260P,16,Intel Iris Xe Graphics,-,512,SSD,9,56,65,-,4,FALSE,TRUE,FALSE,FALSE,TRUE,5.1,WiFi 6 (802.11ax),4.71E+12,NX.VV1EG.002,-,Notebooks
Dell LATITUDE 3420,725.95,14,35.6,1920x1080,16:09,1.52,1.76,326,226,Windows 11 Pro,i51135G7,8,Intel Iris Xe Graphics,-,256,SSD,-,54,65,-,2,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6 (802.11ax),5.40E+12,J0NG3,-,Notebooks
Dell LATITUDE 7440 I71365U 16GB 512GB 14IN FHD+ W11P,1757.9,14,35.6,1920x1200,16:10,1.32,1.71,313,222.8,Windows 11 Pro,i71365U,16,Intel Iris Xe Graphics,-,512,SSD,-,57,65,MaxxAudio Pro,4,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,PD7X7,-,Notebooks
LENOVO TP X1 YOGA G8 I51335U 16GB,2277.53,14,35.6,1920x1200,16:10,1.38,15.5,314.4,222.3,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,57,65,Dolby Atmos,4,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21HQ004KGE,-,Notebooks
Lenovo TP P1 G4 I711800H 16GB 512GB SSD A2000 WQXGA W11P,2018.91,16,40.6,2560x1600,16:10,1.81,17.7,359.5,253.8,Windows 11 Pro,Intel WM590,16,Intel® UHD Graphics,NVIDIA RTX A2000,512,SSD,10.9,90,170,Dolby Atmos,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,20Y300B2GE,-,Notebooks
Microsoft Surface Laptop 5 i7 16GB 256GB 2256x1504/Touch/platin W10P,1805.59,13.5,34.3,2256x1504,3:02,1.3,14.5,308,223,Windows 10 Pro,i71265U,16,Intel Iris Xe Graphics,-,256,SSD,18,47.4,65,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.96E+11,RB200005,2022,Notebooks
Fujitsu Lifebook U7411 Intel Core i51135G7 FHD 1x16GB 512GB SSD LTE W10P,1073.81,14,35.6,1920x1080,-,1.2,17.9,322,211,Windows 10 Pro,i51135G7,16,Intel Iris Xe Graphics,-,512,SSD,-,65,-,-,2,FALSE,FALSE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),4.07E+12,VFY:U7411M15AMDE,-,Notebooks
"Microsoft Notebook Surface Laptop 5  i5/ 8GB/ 256GB W11P, schwarz",1107.99,13.5,34.3,2256x1504,3:02,1.3,14.5,308,223,Windows 11 Pro,i51245U,8,Intel Iris Xe Graphics,-,256,SSD,18,47.4,65,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.96E+11,R1A00030,2022,Notebooks
"Microsoft Notebook Surface Laptop 5  i7/16GB/ 256GB W11P, schwarz RI900028",1570.06,15,38.1,2496x1664,3:02,1.56,14.7,340,244,Windows 11 Pro,i71265U,16,Intel Iris Xe Graphics,-,256,SSD,17,47.4,65,Dolby Atmos,-,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.96E+11,RI900028,2022,Notebooks
Terra MOBILE 1592 i71260P 16GB 1TB SSD,1699,15.6,39.6,1920x1080,16:09,1.7,15,355,230,Windows 11 Pro,i71260P,16,Intel Iris Xe Graphics,-,1,SSD,20,-,-,-,-,FALSE,TRUE,FALSE,TRUE,TRUE,5.2,WiFi 6 (802.11ax),4.04E+12,1220777,-,Notebooks
Acer ChromeBook Spin 512 R853TAC9VY N5100/4GB LPDDR4X/32GB eMMC,410.5,12,30.5,1366x912,-,1.3,21.1,296,230.6,Chrome OS,N5100,4,Intel® UHD Graphics,-,32,Flash,12,48,45,-,2,TRUE,FALSE,FALSE,TRUE,TRUE,5,WiFi 6 (802.11ax),4.71E+12,NX.A91EG.001,-,Notebooks
LENOVO ThinkBook 16 G6 Intel Core i713700H WUXGA 16GB 512GB SSD UMA W11P No WWAN Arctic Grey TopSeller,1017.38,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1.98E+11,21KH0012GE,-,Notebooks
Acer Notebook TravelMate P6 14 TMP61453TCO  Intel Core i71355U  Galaxy Black,1454.28,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,NX.B0AEG.003,-,Notebooks
ACER TM P61453TCO543T W11P i51345U/16GB/512GB SSD,1528.99,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,NX.B30EG.003,-,Notebooks
Dell LATITUDE 5340 I51335U 16GB,1112.05,13.3,33.8,1920x1080,16:09,1.23,1.68,305.7,207.5,Windows 11 Pro,i51335U,16,Intel Iris Xe Graphics,-,256,SSD,-,54,65,MaxxAudio,2,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,FFPVJ,-,Notebooks
LENOVO ThinkPad T14s G4 AMD Ryzen 7 Pro 7840U WUXGA 32GB 1TB SSD UMA W11P WWAN 4G Black TopSeller,2089,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1.98E+11,21F8002TGE,-,Notebooks
Apple MacBook Pro M2 Max 30Core/32GB/1TBSSD/Spacegr MacOS,3311.14,14,36.1,3024x1964,-,1.63,15.5,312.6,221.2,macOS Ventura,M2 Max,32,Apple GPU,-,1,SSD,-,70,96,-,6,FALSE,TRUE,FALSE,TRUE,TRUE,5.3,WiFi 6E (802.11ax),1.94E+11,MPHG3D/A,2023,Notebooks
MSI Creator Z16 HX Studio B13VFTO053 i713700HX/RTX4060 W11P,3597.99,16,40.6,2560x1600,-,2.35,18.4,359,256,Windows 11 Pro,Intel HM770,32,Intel Iris Xe Graphics,NVIDIA GeForce RTX 4060,2000,SSD,-,90,280,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.3,WiFi 6E (802.11ax),4.71E+12,0015G2053,-,Notebooks
Acer Notebook TravelMate P6 14 TMP61453TCO  Intel Core i51335U  Galaxy Black,1326.92,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,NX.B0AEG.002,-,Notebooks
Acer ACER TM Spin P4 P414RN53TCO565L 14T i5 W11P,1218.97,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,NX.B22EG.00A,-,Notebooks
Dell LATITUDE 7440 I51345U 16GB 512GB 14IN FHD+ W11P,1415.69,14,35.6,1920x1200,16:10,-,-,-,-,Windows 11 Pro,i51345U,16,Intel Iris Xe Graphics,-,512,SSD,-,57,65,MaxxAudio Pro,4,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,7VJJP,-,Notebooks
Dell Latitude 7640 i71365U FHD+ 16GB 512GB SSD Intel Iris Xe IR Cam &amp; Mic 3 Cell WLAN Backlit Kb W11P,1791.83,16,40.6,1920x1200,16:10,1.84,1.84,358,250.4,Windows 11 Pro,i71365U,16,Intel Iris Xe Graphics,-,512,SSD,-,57,65,-,4,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,G6R02,-,Notebooks
Lenovo TP E15 G4 R55625U 16GB,1012.95,15.6,39.6,1920x1080,16:09,1.78,18.9,365,240,Windows 11 Pro,AMD SoC,16,AMD Radeon Graphics,-,512,SSD,12,57,65,Dolby Audio,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6 (802.11ax),1.96E+11,21ED004NGE,-,Notebooks
Gigabyte GBT G5 MFE2DE333SD i5 DOS FHD 144Hz,1021.58,15.6,39.6,1920x1080,16:09,1.9,22.7,360,238,FreeDOS,i512500H,8,Intel Iris Xe Graphics,NVIDIA GeForce RTX 4050,512,SSD,-,54,150,DTS:X Ultra,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),4.72E+12,G5 MFE2DE333SD,-,Notebooks
Terra Mobile 1716T i31115G4 W11,699,3,43.9,1920x1080,16:09,2.4,24.8,400,268,Windows 11 Home,i31115G4,8,Intel® UHD Graphics,-,500,SSD,6,-,-,-,-,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6 (802.11ax),4.04E+12,1220776,-,Notebooks
Dell LATITUDE 9440 I71365U 16GB,2699.07,14,35.6,2560x1600,-,1.53,1.49,310.5,215,Windows 11 Pro,i71365U,16,Intel Iris Xe Graphics,-,512,SSD,-,60,65,MaxxAudio Pro,4,TRUE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,DKM15,-,Notebooks
Apple MacBook Pro Z175 Apple M2 Max 12C CPU/30C GPU/16C N.E. 32GB 1TB SSD 140W USBC DE  Grau,3648.99,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.07E+12,Z175V1D/A,-,Notebooks
Fujitsu LIFEBOOK E5412 FHD i51235U 1x8GB 256SSD W11P,993.62,14,35.6,1920x1080,-,1.35,19.9,322,211,Windows 11 Pro,i51235U,8,Intel Iris Xe Graphics,-,256,SSD,10.5,60,65,-,-,FALSE,FALSE,FALSE,FALSE,TRUE,5.3,WiFi 6E (802.11ax),4.07E+12,VFY:E5412MH5BMDE,-,Notebooks
Microsoft Surface Pro 9 i7 16GB 1TB platin 2880x1920 W10P,2384.99,13,33,2880x1920,3:02,879,209,287,9.3,Windows 10 Pro,i71265U,16,-,-,-,SSD,15.5,47.7,65,Dolby Atmos,2,FALSE,FALSE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.96E+11,S8V00004,-,Notebooks
MSI Stealth 15 A13VF052  Intel Core i7 13620H / 2.4 GHz  Win 11 Home  GeForce RTX 4060  16 GB RAM  1 TB SSD NVMe OLED 2,2318.04,15.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,0016V6052,-,Notebooks
Fujitsu LIFEBOOK E5413 FHD i51335U 16GB 512GBSSD W11P,1232.89,14,35.6,1920x1080,-,1.35,19.9,322,211,Windows 11 Pro,i51335U,16,Intel Iris Xe Graphics,-,512,SSD,11,60,65,-,2,FALSE,FALSE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),4.07E+12,VFY:E5413MF5FMDE,-,Notebooks
MSI Summit E16 Flip A13VET079 i71360P/RTX4050/16GB/2TB W11H,2642.99,16,40.6,2560x1600,-,2.1,16.9,358,258.6,Windows 11 Home,i71360P,16,Intel Iris Xe Graphics,NVIDIA GeForce RTX 4050,2000,SSD,-,82,120,-,2,TRUE,TRUE,TRUE,TRUE,TRUE,5.3,WiFi 6E (802.11ax),4.71E+12,1594079,-,Notebooks
MSI Creator Z16 HX Studio B13VGTO051 i913950HX/RTX4070 W11P,4283.37,16,40.6,2560x1600,-,2.35,18.4,359,256,Windows 11 Pro,Intel HM770,64,Intel® UHD Graphics,NVIDIA GeForce RTX 4070,2000,SSD,-,90,280,-,2,TRUE,TRUE,TRUE,TRUE,TRUE,5.3,WiFi 6E (802.11ax),4.71E+12,0015G2051,-,Notebooks
Fujitsu LIFEBOOK U7413 FHD 14touch vpro i7 W11P,2122.8,14,35.6,1920x1080,-,1.13,18.9,322,211,Windows 11 Pro,i71370P,32,Intel Iris Xe Graphics,-,1,SSD,12,60,65,-,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),4.07E+12,VFY:U7413MF7HMDE,-,Notebooks
Dell LATITUDE 7640 I51345U 16GB,1576.97,16,40.6,1920x1200,16:10,1.84,1.84,358,250.4,Windows 11 Pro,i51345U,16,Intel Iris Xe Graphics,-,512,SSD,-,57,65,-,4,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,RXP08,-,Notebooks
Lenovo TP X1 CARBON G10 I71255U 16GB,1864.83,14,35.6,3840x2400,16:10,1.12,15.4,315.6,222.5,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,57,65,Dolby Atmos,4,FALSE,TRUE,FALSE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),1.97E+11,21CB00B8GE,-,Notebooks
Lenovo TP Z16 G1 R7 PRO 6850H 32GB 1TB SSD 16.0 WUXGA W11P 4G,1891.14,16,40.6,1920x1200,16:10,1.81,15.8,354.4,237.4,Windows 11 Pro,AMD SoC,32,AMD Radeon 680M,AMD Radeon RX 6500M,1,SSD,-,72,135,Dolby Atmos,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),1.97E+11,21D4002UGE,-,Notebooks
Lenovo ThinkPad P16 G2 i713700Hx 2x16GB/1TB A3500ADA W11P,3670.76,16,40.6,2560x1600,16:10,2.95,30.2,364,266,Windows 11 Pro,Intel WM790,32,Intel® UHD Graphics,NVIDIA RTX 3500,1,SSD,-,94,230,Dolby Atmos,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.98E+11,21FA000HGE,-,Notebooks
Dell LATITUDE 5440 I51335U 8GB,976.99,14,35.6,1920x1080,16:09,1.39,1.91,321.4,212,Windows 11 Pro,i51335U,8,Intel Iris Xe Graphics,-,256,SSD,-,54,65,MaxxAudio,2,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,X1FRK,-,Notebooks
Lenovo L13 Yoga G3 I71255U 16GB,1286.89,13.3,33.8,1920x1200,16:10,1.32,17.1,305,218,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,46,65,Dolby Audio,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.96E+11,21B5001BGE,-,Notebooks
Acer Chromebook 311 C722 MT8183  Schiefer Schwarz,276.8,6,29.5,1366x768,16:09,1.17,21.1,296,206,Chrome OS,MT8183,4,ARM MaliG72 MP3,-,32,eMMC,15,48,45,-,2,FALSE,FALSE,FALSE,TRUE,TRUE,4.2,WiFi 5 (802.11ac),4.71E+12,NX.A6UEG.001,-,Notebooks
Lenovo Thinkpad P14S G4 R7P7840U 16GB,1729.99,14,35.6,1920x1200,16:10,1.34,17.9,317.7,226.9,Windows 11 Pro,AMD SoC,16,AMD Radeon 780M,-,512,SSD,-,52.5,65,Dolby Audio,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21K5000LGE,-,Notebooks
FUJITSU CELSIUS H7613 I713850HX 2K 64GB 2TB SSD W11P RTX 3500,3926.9,16,40.6,2560x1600,16:10,2.53,26.4,370,264.5,Windows 11 Pro,i713850HX,64,Intel® UHD Graphics,NVIDIA RTX 3500,2,SSD,8,94.95,230,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),4.07E+12,VFY:H7613W17BMDE,-,Notebooks
Fujitsu Lifebook E5512A FHD AMD Ryzen 7 PRO 5875U 2x8GB 512GB W11P,1075.74,15.6,39.6,1920x1080,16:09,2,20,357,230,Windows 11 Pro,5875U,16,AMD Radeon Graphics,-,512,SSD,9.5,65,-,-,-,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6 (802.11ax),4.07E+12,VFY:E552AMHBAMDE,-,Notebooks
Microsoft Surface Laptop 5 i7 16GB 256GB 2496x1664/Touch/black W10P,1767.33,15,38.1,2496x1664,3:02,1.56,14.7,340,244,Windows 10 Pro,i71265U,16,Intel Iris Xe Graphics,-,256,SSD,17,47.4,65,Dolby Atmos,-,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.96E+11,RIA00028,2022,Notebooks
Apple MacBook Pro M2 Pro 16GB 1TB silber,2828.68,16,41.1,3456x2234,-,2.15,16.8,355.7,248.1,macOS Ventura,M2 Pro,16,Apple GPU,-,1,SSD,-,100,140,-,6,FALSE,TRUE,FALSE,TRUE,TRUE,5.3,WiFi 6E (802.11ax),1.94E+11,MNWD3D/A,2023,Notebooks
Dell Precision 5680 Core i7 13700H  32 GB RAM  1 TB SSD  Deutsch,3831.98,16,40.6,1920x1200,16:10,1.91,2.62,353.7,240.3,Windows 11 Pro,i713700H,32,Intel Iris Xe Graphics,NVIDIA RTX 2000,1,SSD,-,99.5,165,-,4,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,MWMGP,-,Notebooks
"Microsoft Notebook Surface Laptop 5  i7/16GB/ 256GB W11P, scwarz",1469.61,13.5,34.3,2256x1504,3:02,1.3,14.5,308,223,Windows 11 Pro,i71265U,16,Intel Iris Xe Graphics,-,256,SSD,18,47.4,65,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.96E+11,RB100005,2022,Notebooks
MSI Creator M16 B13VE692 i713700H/RTX4050/32GB/1TB SSD W11H,2248.99,16,40.6,1920x1200,-,2.26,23.9,359,259,Windows 11 Home,i713700H,32,Intel Iris Xe Graphics,NVIDIA GeForce RTX 4050,1000,SSD,-,53.5,200,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6 (802.11ax),4.71E+12,1585692,-,Notebooks
Apple Macbook PRO 14 M2 PRO 12C/19C 16GB RAM 1TB SSD  SILVER,2685.47,14.2,36.1,3024x1964,-,1.6,15.5,312.6,221.2,macOS Ventura,M2 Pro,16,Apple GPU,-,1,SSD,18,70,96,-,6,FALSE,TRUE,FALSE,TRUE,TRUE,5.3,WiFi 6E (802.11ax),1.94E+11,MPHJ3D/A,2023,Notebooks
Dell LATITUDE 7340 I71365U 16GB,1667.44,13.3,33.8,1920x1200,16:09,1.16,1.64,299,213.2,Windows 11 Pro,i71365U,16,Intel Iris Xe Graphics,-,512,SSD,-,57,65,-,4,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,PV6P8,-,Notebooks
LENOVO P16S G2 I71370P 64GB,2863.19,16,40.6,3840x2400,16:10,1.7,21.1,361.9,255.5,Windows 11 Pro,Intel SoC,64,Intel Iris Xe Graphics,NVIDIA RTX A500,2,SSD,-,86,135,Dolby Audio,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21HK000KGE,-,Notebooks
ACER CHROMEB SPIN 714 CP7142WN55Z4,975.28,14,35.6,1920x1200,16:10,1.37,18.1,312.6,224,ChromeOS,i51335U,8,Intel Iris Xe Graphics,-,256,SSD,-,56,65,-,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),4.71E+12,NX.KLNEG.001,-,Notebooks
Fujitsu CELSIUS H5511 i71165G7 FHD 32GB 1TB SSD Nvidia Quadro T500 PalmSecure LTE W10P,2523.53,15.6,39.6,1920x1080,16:09,1.9,20.8,363,249,Windows 10 Pro,i71165G7,32,Intel Iris Xe Graphics,NVIDIA T500,1000,SSD,-,69.7,95,-,-,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),4.07E+12,VFY:H551EWC75MDE,-,Notebooks
